Artist,Album,Track Name,Track URI
Mild Orange,Foreplay,Some Feeling,spotify:track:5txzKcySsIIIrsciNliAoL
Frank Ocean,Blonde,Nikes,spotify:track:19YKaevk2bce4odJkP5L22
Paramore,Paramore,Ain't It Fun,spotify:track:1j8z4TTjJ1YOdoFEDwJTQa
The Weeknd,"My Dear Melancholy,",Hurt You,spotify:track:13wNEvWmBsWaWVtiLPRIW5
Tinashe,Joyride,Stuck With Me (feat. Little Dragon),spotify:track:4uOopYeRmPFd3taXfzEGP5
White Town,Women in Technology,Your Woman,spotify:track:3UBItNVbFQiVC5hBQlBvnr
longlost,noise,noise,spotify:track:3e4MoIuJdsEJsN3ZRIBiON
Blunt & Real,Egjeli,Egjeli,spotify:track:3he1JGkCdTmVwGzqZYzd5m
The Neighbourhood,I'm Sorry...,Baby Came Home,spotify:track:3ypXE4brttsQR3OLLZbLZB
Durand Jones & The Indications,Durand Jones & The Indications,Is It Any Wonder?,spotify:track:5dnvWWkwwFJoDDc0QoSbvf
Candi Staton,Young Hearts Run Free,Young Hearts Run Free,spotify:track:3MFa9idQuY4iJLWsZl3tIQ
U2,Songs Of Innocence,The Troubles,spotify:track:6Y5gGZ0EmnixJ65KA6RaJl
FKA twigs,CAPRISONGS,oh my love,spotify:track:5dEJc0rHuTVxtl1xljDbRv
Lana Del Rey,Blue Banisters,Thunder,spotify:track:4y9vLiQ9mQb6XNEtc4K6ou
ZHU,GENERATIONWHY,Numb,spotify:track:6bDnsXPoPb9vfaXry1CVql
Slowdive,Souvlaki,Alison,spotify:track:55CenVQ4alvDJ1PS8aYB0m
Moby,Play,Why Does My Heart Feel So Bad?,spotify:track:7siMHyJyxIwMQkHc7EPi9D
FKA twigs,LP1,Closer,spotify:track:5nbdPT2MVacrVsFv5IKHv8
Avenged Sevenfold,Avenged Sevenfold,A Little Piece of Heaven,spotify:track:1BLfQ6dPXmuDrFmbdfW7Jl
The Game,The Documentary,Don't Worry,spotify:track:7xdBeQc0K3KbaMulw78iMU
Bill Withers,'Justments,The Same Love That Made Me Laugh,spotify:track:6GETCaMrDCu3uFe2TMkyGA
Bad Suns,Language & Perspective,Cardiac Arrest,spotify:track:0VUKyt3fMjws3me8rZJDua
Kavinsky,OutRun,Nightcall,spotify:track:73bDvrmSBh2fr53tLDH9oA
Jay Som,Everybody Works,Baybee,spotify:track:6PInkrdWpzFi6c4Ffrzs3q
Yot Club,Comfort Zone,Comfort Zone,spotify:track:5goeUvSplsnWCmkUFmFDgt
Iggy Pop,Brick By Brick,Candy,spotify:track:6sFpmdsk4UDMcDWdy4T1Kc
Bring Me The Horizon,Sempiternal,Can You Feel My Heart,spotify:track:0WSa1sucoNRcEeULlZVQXj
Nekfeu,Les étoiles vagabondes : expansion,Dans l'univers,spotify:track:2PYXOG6GdxF9sUIH2NfOAD
Weaves,Neighborhood #3 (Power Out),Neighborhood #3 (Power Out),spotify:track:32DBJavFTKzvcWZuYDX9ye
Nicki Minaj,Pink Friday ... Roman Reloaded,Roman Holiday,spotify:track:5u5WBORMyoGaNmMsTeMuLN
Sad Night Dynamite,Sad Night Dynamite,Icy Violence,spotify:track:4tcdD3Xo9V2kGz5o63Hnw9
The Roots,Phrenology,Break You Off,spotify:track:4jZcfHe0hbc5ireJAxmQvC
Sade,The Best Of Sade,Smooth Operator - Single Version,spotify:track:3XEtw7t4V5sfd2vtkp0ql7
Little Simz,GREY Area,Venom,spotify:track:3A0ITFj6kbb9CggwtPe55f
Doja Cat,Planet Her,Been Like This,spotify:track:7y3xU9vEC1s8DSuuoSYKih
The Weeknd,Dawn FM,Take My Breath,spotify:track:2vgUijXOTRMnWXDtvgMp2b
Claude Valade,La collection country,Aide-moi à passer la nuit,spotify:track:5qyXnnfeSsrsIcY4PDkkVM
Macy Gray,On How Life Is,I Try,spotify:track:5TAf4lnZCZTLlZHNZMLFLi
ThatsHymn,Pacific Standard Time,iKnow,spotify:track:7zWMwDL7YYWg3RTgFgxSqF
Kanye West,VULTURES 1,FUK SUMN,spotify:track:5rlXuCLnMdfo85079qXHoz
Prince,Nothing Compares 2 U,Nothing Compares 2 U,spotify:track:70Ukvwcp6LkgfRiuUhGV7l
Dominic Fike,"Don't Forget About Me, Demos",King of Everything,spotify:track:0lO1yt6M1l1OAs80M3vEfM
Billie Eilish,No Time To Die,No Time To Die,spotify:track:73SpzrcaHk0RQPFP73vqVR
Spacey Jane,Sunlight,Booster Seat,spotify:track:5th1bFGGaXLM7wDBJpcF06
Kanye West,My Beautiful Dark Twisted Fantasy,Blame Game,spotify:track:4EndPA8b6FDWYp1RgsnLEB
Muse,Black Holes and Revelations,Supermassive Black Hole,spotify:track:3lPr8ghNDBLc2uZovNyLs9
ABBA,Voulez-Vous,Gimme! Gimme! Gimme! (A Man After Midnight),spotify:track:2PzCOP5Aj9SABiBgNEZ52G
Playboi Carti,Whole Lotta Red,New Tank,spotify:track:4txKMpsSfZRV6durPuHVq0
ABBA,Waterloo,"Honey, Honey",spotify:track:2KgGzC2tP6DYbatyvdap3O
Kodak Black,Project Baby 2: All Grown Up,Change My Ways,spotify:track:7hq6qrZNdWmBLCeNeEtSG7
Gus Dapperton,"Moodna, Once With Grace","Moodna, Once With Grace",spotify:track:08VEQesIyvMu4xIxec8lMT
Toro y Moi,Anything In Return,So Many Details,spotify:track:5Z7cI9glyUTDTRtWSs8K9I
Joyner Lucas,Isis,Isis,spotify:track:36TO60sxDduIsO3xH8IcUh
KIDS SEE GHOSTS,KIDS SEE GHOSTS,Kids See Ghosts,spotify:track:2I3dW2dCBZAJGj5X21E53k
New Order,Power Corruption and Lies,Age of Consent - 2015 Remaster,spotify:track:2EEinN4Zk8MUv4OQuLsTBj
Drake,Take Care,Take Care,spotify:track:4wTMBYRE6xVTIUQ6fEudsJ
Gwen Stefani,The Sweet Escape,The Sweet Escape,spotify:track:1q9siR3OqGFnTeqFxwzN1S
Summer Walker,CLEAR,Riot,spotify:track:4qQVKOnZEYWZIHUMRapsVO
Big Wild,Empty Room,Empty Room - Cabu Remix,spotify:track:7dEYUkZMdUs7rfOKRMr5lO
Blondie,Atomic/Atomix,Rapture,spotify:track:1hQr0D1ZXbGHFcWLhusijv
Jorja Smith,Lost & Found,Wandering Romance,spotify:track:3ljkahwsdk97GG9g73l6w3
TV Girl,Natalie Wood,Natalie Wood,spotify:track:5U0OjzvvV7iGXvKStG41iH
The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Nervous,spotify:track:113xf7t4qNM7038YJvauik
Blu Cantrell,So Blu,Hit 'Em Up Style (Oops!),spotify:track:4zYTZvtcww7OWKie7fxA9E
Robbie Williams,Sing When You're Winning,Supreme,spotify:track:7rQiW2mJDbP77h2RLlASTw
BETWEEN FRIENDS,i like when you shine!,stay with it bby,spotify:track:6oufKQcnxdgNnY9rd4NcCb
Kanye West,Graduation,I Wonder,spotify:track:7rbECVPkY5UODxoOUVKZnA
Ella Eyre,Deeper,Deeper,spotify:track:3jiU1EVqX3YURjXJmaQ0Fi
Chris Cornell,Scream,Part Of Me,spotify:track:44BKpyfRQKmhO6He1j6nUz
The Pretty Reckless,Only Love Can Save Me Now,Only Love Can Save Me Now - Acoustic,spotify:track:08sFqcgKxRfhtYNjyKT8P0
"Earth, Wind & Fire","The Best Of Earth, Wind & Fire-Vol. II",Let's Groove,spotify:track:4ZXxmmsp1Nd7ejbHs2BNBG
Mazzy Star,Seasons of Your Day,Common Burn,spotify:track:1YwglvmMof9HZLt9JZRfaZ
Still Woozy,Vacation,Vacation,spotify:track:4INAYJNWgPwA9RwVeM47mA
Bob Sinclar,World Hold on (Children of the Sky) [Radio Edit],World Hold on (Children of the Sky) [Radio Edit],spotify:track:1c0zagykmGPDYuxJeDqZhJ
Massive Attack,Mezzanine,Angel - Remastered 2019,spotify:track:2hzosckvm3EX3kSZacr9Bi
Future,Future Hndrxx Presents: The WIZRD,Goin Dummi,spotify:track:6QFzUXTIZXOLesQcgmGOsR
Steve Lacy,Apollo XXI,Only If,spotify:track:7wNAM0qzErN5Dr9uV6B3fW
Elvis Presley,Blue Hawaii,Can't Help Falling in Love,spotify:track:44AyOl4qVkzS48vBsbNXaC
Jungle,For Ever,Casio,spotify:track:44ZKnfWEkp7wPs035j4Tua
Phaxe,The Collective,The Collective,spotify:track:4kHAdiSNZO6kfd9t0OaKQv
Lee Fields & The Expressions,Special Night,Never Be Another You,spotify:track:25z7NYgTEt6MiA5qExNSH2
Jeremy Zucker,"summer,",desire,spotify:track:4cxwiuYJltrPeWr5FDDntO
Wifisfuneral,Boy Who Cried Wolf,Wya? (feat. Ugly God) - Remix,spotify:track:6zQ0IcachvPDp04oWI7w8B
Richie Rich,Seasoned Veteran,Let's Ride,spotify:track:0kAJ94CyV1HNC13kqq0vvz
The Brian Jonestown Massacre,Their Satanic Majesties' Second Request,Anemone,spotify:track:5KaCn0CGbo2Mynq5VSgSya
Arcade Fire,Everything Now,Electric Blue,spotify:track:0KWcRXcnGoB0gWSu4mshF8
Eminem,The Marshall Mathers LP2,Wicked Ways,spotify:track:4dfAUJI1QesmK5HfK9gtYs
Madison Beer,As She Pleases,HeartLess,spotify:track:2pLV5v5rgpMTmVvRcjmm8d
Nouvelle Vague,Version Française,Week-end à Rome,spotify:track:3oXh2E6aXHEwKVHhHLKjz2
pinkcaravan!,"pop, lock & lemon drops","pop, lock & lemon drops",spotify:track:0N4EZrGs40p7fRVEziYO0Z
Rihanna,A Girl Like Me,SOS,spotify:track:30cSNer6TV8x2utjULVeQ5
little west.,Is this happiness?,trash magic,spotify:track:1C3IAvRirJzWgCpBy1nxng
Coleman Hawkins,"Coleman Hawkins: Jazz Explosion, Vol. 2",Until the Real Thing Comes Along,spotify:track:52bF9S2CEvOyQi2iAnLA2D
Erykah Badu,New Amerykah Part Two: Return Of The Ankh,20 Feet Tall,spotify:track:45Ooog0PMZNGBAazHZ1XeL
COBRAH,GOOD PUSS,GOOD PUSS,spotify:track:26WSeuKeWZNwKARvZNIrUc
Vitalic,Voyager,Use It Or Lose It,spotify:track:1g9Bz5zn7YW1MFm8PEAg2f
Beyoncé,Lemonade,Pray You Catch Me,spotify:track:7rLDARtJALM7QdiJDMXW7m
Ginette Claudette,On To Something,Love Me Back,spotify:track:4HLmhzUtXSyXEj9fifOIvu
The xx,Coexist,Sunset,spotify:track:3vquKCMd4yQER2pLqMN08j
Takashi Kokubo,Healing Collection: Quiet Comfort,Dawn of the Forest,spotify:track:4adA7Fwkg19s4ajU7Nj7Ua
Justin Bieber,Justice,2 Much,spotify:track:0oaY19dUwZimIgzn3ZZLZO
Don Toliver,Heaven Or Hell,Had Enough (feat. Quavo & Offset),spotify:track:6SPgp2qK3fb4wPX1SldrNf
Tensnake,Desire,Desire,spotify:track:6ve88pGNXcPqbb72vtAjos
Lil Peep,I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy),spotify:track:2v5JTeM6hSmi5wWy7jiwrI
Michael Cassette,Anjunadeep pres. Michael Cassette,Pangaea - Envotion Remix,spotify:track:4qdhAliPT7AMr7o8EyIt3B
No Doubt,Tragic Kingdom,Sunday Morning,spotify:track:6yCjhDzcVIfxvTjBKhhn7P
Shouse,Won't Forget You,Won't Forget You (Edit),spotify:track:3I10tZ5MgEMo4WryCNJkZQ
The Weeknd,Trilogy,Valerie,spotify:track:4fLnXd56RsWN4ZBtb9TegQ
Dizzy,"Sunflower, Are You There?","Sunflower, Are You There?",spotify:track:7rqrkhMSHM4wCbRp8gqbgk
Paradis,Hémisphère / Je m'ennuie,Hémisphère,spotify:track:2xIUT6emYrLwuQLhLBf7PH
Ciara,Goodies,"One, Two Step (feat. Missy Elliott)",spotify:track:7uKcScNXuO3MWw6LowBjW1
Doja Cat,Paint The Town Red,Paint The Town Red,spotify:track:2IGMVunIBsBLtEQyoI1Mu7
ABBA,ABBA Gold,SOS,spotify:track:5pMmWfuL0FTGshYt7HVJ8P
Electric Guest,Dollar,Dollar,spotify:track:6dXVbkS1t7jQs3maRSM9pW
The Game,The Documentary,Don't Need Your Love,spotify:track:1RTDKi9Rjr8HboEdUa0Qsg
Natia,10k Hours,Renaissance Forever,spotify:track:25Kf3CHRZmSY6l2hq0qmcF
Kanye West,My Beautiful Dark Twisted Fantasy,Runaway,spotify:track:3DK6m7It6Pw857FcQftMds
Lana Del Rey,Norman Fucking Rockwell!,The Next Best American Record,spotify:track:7vRfxLcDDwgYW2WTrtEgUV
Lana Del Rey,Born To Die - The Paradise Edition,Carmen,spotify:track:2wiXEarKt55K8aW8elRqDW
Whitney Houston,My Love Is Your Love,When You Believe - from The Prince of Egypt,spotify:track:0JN7vUgUolHGHFrOR8xk7S
Oh Wonder,Oh Wonder,Lose It,spotify:track:2QgNcjwEn0vGmTommfszQd
Melii,phAses,See Me,spotify:track:4eTpR71VWfTee42OKPaQcz
Danaga,Am N-Aripi,Trece un Nouras / A Little Cloud Is Passing By,spotify:track:7MWjqlQOYXnJw3p8zNd3ag
Kanye West,Late Registration,We Major,spotify:track:46fk9wjYcPm0sgym2b7EEE
Maggie Lindemann,PARANOIA,Different,spotify:track:1yUdkvkB1J4eRHEfA1DQ35
Jeezy,Twenty/20 Pyrex Vision,Poppin',spotify:track:4V3eVPdsVUvW1uLOpDyLSi
Ella Fitzgerald,Ella and Louis,Under A Blanket Of Blue,spotify:track:4HdfpaGbfdOwAYjqu1s8pf
Travis Scott,UTOPIA,MY EYES,spotify:track:4kjI1gwQZRKNDkw1nI475M
Future,Future Hndrxx Presents: The WIZRD,First Off (feat. Travis Scott),spotify:track:3WRIaWsws011vHMd9uzPjG
The Velvet Underground,The Velvet Underground & Nico 45th Anniversary,Venus In Furs,spotify:track:29engDqjmMr3VLqMm0c0WE
Daft Punk,Random Access Memories,Giorgio by Moroder,spotify:track:0oks4FnzhNp5QPTZtoet7c
Jorja Smith,Lost & Found,Blue Lights,spotify:track:1It1TxBK3xIQAB4xJkPevn
Powers Pleasant,Pull Up (feat. Joey Bada$$ & A$AP Ferg),Pull Up (feat. Joey Bada$$ & A$AP Ferg),spotify:track:6lM1G8kF3xCUW20lIRfoBm
The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Softcore,spotify:track:2K7xn816oNHJZ0aVqdQsha
Goody Grace,Too High (feat. Jesse),Too High (feat. Jesse),spotify:track:2JsKO2ygw4ft6QEy4U4RO4
Miley Cyrus,Plastic Hearts,Night Crawling (feat. Billy Idol),spotify:track:4U34WsyOvppOMnRfq7DuOy
Pomplamoose,Hey It's Pomplamoose,Bust Your Knee Caps - Johnny Don't Leave Me,spotify:track:1Fem9jSJEleNWT1kgt70ST
Murkish,Wasted (Nightcore),Wasted (Nightcore),spotify:track:0zSDG1EI7SGhM62M5iBiGI
Röyksopp,Melody AM,Eple,spotify:track:0Zw4llKeB35SIKASy1aLtV
Koto,Dragon's Legend,Dragon's Legend,spotify:track:3hc49whgqQVDydeywSeQbE
BROCKHAMPTON,GINGER,DEARLY DEPARTED,spotify:track:7HuaFNJNNgLmk1WTSigmhi
Philip Glass,The Truman Show,Truman Sleeps,spotify:track:5GdsFfVUUnRvSk3kXu0P5O
Madonna,Like a Virgin,Like a Virgin,spotify:track:1ZPlNanZsJSPK5h9YZZFbZ
*NSYNC,'N Sync UK Version,Sailing,spotify:track:0ULTxw9jF9ysOGPLkvYJxl
Rex Orange County,Pony,Always,spotify:track:3SxSrUogj4LpAkLKXeTtTQ
Madonna,Sorry,Sorry,spotify:track:3YqJlngd0Bx4zsqWkkaGSa
NAV,Bad Habits,OK (feat. Lil Durk),spotify:track:1Kg99KJWHMNn0IgnEwvWR0
Bonkers,Pilsplaat,Pilsplaat,spotify:track:66ydKEoF7uofQdlA9yVsKK
George Michael,Twenty Five,Careless Whisper - Remastered,spotify:track:6pSspi3xtrbXr8LqvJ9BJN
The Weeknd,The Idol Episode 4,Jealous Guy,spotify:track:5LffvExhQQFcfwqkGNpFpM
Chromatics,Night Drive,Running Up That Hill,spotify:track:5mZLb0zrBBpyqhQKJ6c8Ov
Kanye West,Donda,Hurricane,spotify:track:0RbW8kWozrVSIGb4V13o0o
Gesaffelstein,Maryland,A Pledge,spotify:track:7xjr59hec4ZXsIo5JQHpzt
Caribou,Never Come Back,Never Come Back,spotify:track:4lpmwxZa9cb24b60IVBAHd
Tierra Whack,Only Child,Only Child,spotify:track:4zMmqb0pYwX6b0qc0slCoT
Sade,Diamond Life,When Am I Going to Make a Living,spotify:track:5DYD5pUUnf3MT6LafqPqOt
Bernard Lavilliers,Acoustique,Idées noires,spotify:track:41WB5uXxG0wriIxpYNIFxo
Fiona Apple,When The Pawn...,Fast As You Can,spotify:track:1UmmSKPdCtBuJsmbZG9G3u
Sky Ferreira,Baby Driver (Music from the Motion Picture),Easy - Music From The Motion Picture Baby Driver,spotify:track:2qM9TCbNQcHvGtwmh5nulc
Nicki Minaj,Pink Friday ... Roman Reloaded,Gun Shot,spotify:track:5ifuNp5y7ni4lx7A2or8oF
Solomun,Friends,Friends,spotify:track:1IbNYr8ByXsgwGbmOxLBXP
Travis Scott,UTOPIA,I KNOW ?,spotify:track:6wsqVwoiVH2kde4k4KKAFU
Kanye West,JESUS IS KING,Everything We Need,spotify:track:24bnCCysWnbNRNUT4LpHcP
James Hype,Lose Control,Lose Control,spotify:track:3DLWVhaowApIGw1JnJj6GS
Beyoncé,I AM...SASHA FIERCE - Platinum Edition,Sweet Dreams,spotify:track:2wNGoon7FlKnVEyYS1ZRBQ
Lil Wayne,Tha Carter V,Don't Cry (feat. XXXTENTACION),spotify:track:5BQrp63SHCVf4bzCzJePne
L'Impératrice,Odyssée (Version acoustique),Agitations tropicales - Version acoustique,spotify:track:1FZQiXmFonszQ2pAMPe87V
The Notations,Still Here: 1967-1973,What More Can I Say,spotify:track:1PHPODXYdkxmU9nkrqLd8y
Spek Won,Sofa King Amazing,Black Body (feat. Shi Wisdom),spotify:track:27locDW31uzRfa821fvT20
Kanye West,808s & Heartbreak,Love Lockdown,spotify:track:1kxeWHF9PrCVZHvVskv8lg
Jay Som,Turn Into,Turn Into,spotify:track:0iIZNAtdihZR65sTst3KgZ
Muse,Origin of Symmetry,Futurism,spotify:track:6WZ2HHv1VUeRzv3ZnirZsW
ZHU,RINGOS DESERT,"Stormy Love, NM.",spotify:track:5EQCzaAbURz9BxfVdmERKd
Kanye West,Graduation,Homecoming,spotify:track:4iz9lGMjU1lXS51oPmUmTe
Derek & The Dominos,Layla And Other Assorted Love Songs,Layla,spotify:track:2kkvB3RNRzwjFdGhaUA0tz
Jamie xx,Girl/Sleep Sound,Sleep Sound,spotify:track:6YPQGcqfMXZbQaz6l30uBJ
Arctic Monkeys,The Car,There’d Better Be A Mirrorball,spotify:track:1zx6GSqLYI2ynzAHnPRKBR
Joji,BALLADS 1,TEST DRIVE,spotify:track:5Wib85y5qWkZjci8VMfipU
The Weeknd,Dawn FM,Phantom Regret by Jim,spotify:track:0DvtQkuaV0VrSHgb5pwRke
Doggyland,"Kids Hits, Vol. 1",Affirmation Song,spotify:track:5HLzL5g27XBbSy2qKbCGEk
Quantic,Mi Swing Es Tropical,Mi Swing Es Tropical,spotify:track:4EehpGBxUO8tOSvttzTucd
702,Star,I Still Love You - Snippet,spotify:track:7yOx8o4mMQpRIWf9aXeOah
Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd,Candy Necklace (feat. Jon Batiste),spotify:track:3MlEryrxCKZkcfX18ZLX96
WILLOW,ARDIPITHECUS,F Q-­C #8,spotify:track:1dvLOW7bjAwF0qFqowACFD
Millie Jackson,Caught Up,(If Loving You Is Wrong) I Don't Want To Be Right,spotify:track:7xQrub7aoZq4rDA4ywB6yY
Marlene,Stay Awake,Stay Awake,spotify:track:6vf4WFuYziKQ2oL3pRxmQ9
Drake,Take Care,Doing It Wrong,spotify:track:4eSGSqP2TZvvX0kadZZttM
Lo Moon,Lo Moon,Loveless,spotify:track:1lN6FVRdpvwYVHi6LqMA1U
Beyoncé,B'Day Deluxe Edition,Ring The Alarm,spotify:track:5BkHkyO9PFXs1m7vSMnXp4
Mark Morrison,Return of the Mack,Return of the Mack,spotify:track:3jDdpx9PMlfMBS5tOBHFm9
The Temptations,Sky's The Limit,Just My Imagination (Running Away With Me),spotify:track:39Bd345OWEhRNyfayhp9gv
Kid Cudi,Speedin' Bullet 2 Heaven,Trauma,spotify:track:1t5pJU9GNiKmbUfW89aV48
DAYLUCK,Afterlife EP,The Feeling - Remix,spotify:track:7fP2QYv6ZTXCDhJLIW0oNX
Lana Del Rey,hope is a dangerous thing for a woman like me to have - but i have it,hope is a dangerous thing for a woman like me to have - but I have it,spotify:track:1PfUKiMDKIlPEF9FfdJawc
Joe Hisaishi,Kiki's Delivery Service Soundtrack Music Collection,A Town with an Ocean View,spotify:track:2ZJ28Rm7OXMYJshLtp5uff
Travis Scott,FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),spotify:track:4jVBIpuOiMj1crqd8LoCrJ
Culture Shock,Have It All / Pandemic,Have It All (feat. Raphaella),spotify:track:0VQ7XL2V5Szj5ccF59HXYH
Oscar Peterson Trio,Night Train,I Got It Bad And That Ain't Good,spotify:track:2kpaRWsZTE96rmw0NBfP0c
Melii,phAses,Trip,spotify:track:0glaEWgtxgHbQaxslDYy3P
Nirvana,In Utero,Heart-Shaped Box,spotify:track:11LmqTE2naFULdEP94AUBa
Q,Hello,Hello,spotify:track:0AvmYTwL16E2CAqCrXP0dW
BIA,Whip It,Whip It,spotify:track:1JWGPqQK0xxoiYG24S5Eo2
Grits,The Art of Translation,Ooh Ahh (My Life Be Like) (feat. Toby Mac),spotify:track:2cGJxXXIBrxMhk2fWUJTLs
David Bowie,The Next Day,Where Are We Now?,spotify:track:6GrDJu7q8VAxbKdUlYzezT
Tank,When We,When We (Remix) [feat. Ty Dolla $ign and Trey Songz],spotify:track:37XDM9pTC8DeOejlUaTDaP
Hubbabubbaklubb,Drømmen drømmerne drømmer,Et annet sted,spotify:track:02Qm4oParICyHqiltTrt6q
Giant Rooks,Morning Blue,Morning Blue,spotify:track:71qr4SoRZ61SKxhH4XhAqP
3 Doors Down,The Better Life,Kryptonite,spotify:track:6ZOBP3NvffbU4SZcrnt1k6
21 Savage,SAVAGE MODE II,Steppin On Niggas,spotify:track:7FtZFla3ZH6PqsAJ9MvVCM
Beyoncé,Lemonade,Freedom (feat. Kendrick Lamar),spotify:track:7aBxcRw77817BrkdPChAGY
WhoMadeWho,UUUU,UUUU - &ME Remix,spotify:track:0rfLJGjPdvqHXgvDCTdGc6
SZA,SOS,Nobody Gets Me,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm
Blur,Blur: The Best Of,Tender,spotify:track:6p4sru0M36Cs5BL4qoSPw6
Geek Music,Spirited Away - The Name Of Life - Main Theme,Spirited Away - The Name Of Life - Main Theme,spotify:track:7vflKxzgcq8G7N6W790cFI
Alexei Shishkin,Happy Bday,Pigeonhole,spotify:track:10IRHKAExyLH1gMt6VNFih
Lana Del Rey,Norman Fucking Rockwell!,Venice Bitch,spotify:track:3hwQhakFwm9soLEBnSDH17
Edison Lighthouse,Love Grows (Where My Rosemary Goes) & Other Gems,Love Grows (Where My Rosemary Goes),spotify:track:5Ts1DYOuouQLgzTaisxWYh
Justice,Justice,Phantom,spotify:track:2weNFSRqkClXtfBPTteafY
The Game,The Documentary,"Like Father, Like Son",spotify:track:3DeJgPGR2SjxncjnPAcwBW
Melii,phAses,Gangsta Talk,spotify:track:0gn1fDEYyxAvK3ErPUzDoV
Thee Sacred Souls,Thee Sacred Souls,Weak for Your Love,spotify:track:3W4xqKFMKBauuU517t8NIb
ROSALÍA,MOTOMAMI +,COMO UN G,spotify:track:4KkVsKSeAVluB6aG6QNCGG
Phaxe,Never The Less,Never The Less,spotify:track:33V0xi0SX2Zb2ec7VdD07G
Lionel Richie,Dancing On The Ceiling,"Say You, Say Me",spotify:track:17CPezzLWzvGfpZW6X8XT0
The Cardigans,First Band On The Moon,Step On Me,spotify:track:6ZaiqbV2GfUtrUlhsu58fN
alt-J,An Awesome Wave,Taro,spotify:track:4tmwiN9YU7xMjh2hoqcVuI
Agoria,You’re Not Alone,You’re Not Alone,spotify:track:7p9w9UuTQPbzU6dXlSdTwB
Darondo,Listen To My Song: The Music City Sessions,I'm Lonely,spotify:track:5oXQ0yfWdAkWoYxLdLxXxl
WILLOW,ARDIPITHECUS,Organization & Classification,spotify:track:5ShkBYAHvhsVPugmuYCmkd
Curren$y,The Spring Collection,Restoration (feat. Roddy & St Wiz),spotify:track:1TMwllQmjdgDwaynZZMEsi
Lana Del Rey,Born To Die - The Paradise Edition,Dark Paradise,spotify:track:6qqdFWe7C4LsBjWbXQdsHA
Infant Annihilator,The Elysian Grandeval Galèriarch,Unholy Gravebirth,spotify:track:16A8guDmx9hibgSPEWSMzs
ZHU,GENERATIONWHY,In the Morning,spotify:track:01wpPOPqQ3XyS6hBN00HfK
The Lumineers,Cleopatra,Sleep On The Floor,spotify:track:5MMZJtHOiH1RmQSSe3DJdg
Timbaland,Contemporary R&B,Give It To Me,spotify:track:2Anhf9xlNAdYxOIuSiP2Vb
L'Impératrice,Fou / Exit,Fou,spotify:track:4NyrHyQHZer1Rf80d1aleb
Emotional Oranges,All That (feat. Channel Tres),All That (feat. Channel Tres),spotify:track:1rDRBVSqKgs3K9HiX5OTrL
Frank Ocean,Blonde,Be Yourself,spotify:track:1IdZvb2XK8NmsovQlV6CPn
Skylar Grey,Words,Words,spotify:track:6JNYggoxZFBls3eHSy5wMe
Travis Scott,ASTROWORLD,CAN'T SAY,spotify:track:27a1mYSG5tYg7dmEjWBcmL
Muse,The 2nd Law,Madness,spotify:track:0c4IEciLCDdXEhhKxj4ThA
Thievery Corporation,The Temple of I & I,The Temple of I & I,spotify:track:113GeSf0XSbFZfyDRNrqWp
Ghost Quartet,Ghost Quartet,Tango Dancer,spotify:track:5DhmU2Aa3nAzYr3D4iV2X0
The Game,Doctor's Advocate,Da Shit,spotify:track:6VQhqoS9sPSTPFWeSRDL14
George Michael,Ladies And Gentlemen... The Best Of George Michael,Careless Whisper,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY
dvsn,A Muse,A Muse,spotify:track:7AOIpGjtubeC0uSiMEhOyR
Pastel Ghost,Silhouette,Silhouette,spotify:track:403EjoWwYSX37paKSySxs1
Kelly Rowland,Ms. Kelly,Like This (feat. Eve),spotify:track:3sfydNh0QQAdnIAtDVG16H
Bee Gees,How Can You Mend A Broken Heart,More Than A Woman,spotify:track:2cX2coZS1PYBfPs8wgbdWE
Sohodolls,Ribbed Music For The Numb Generation,Bang Bang Bang Bang,spotify:track:1MPMUZopRX9DFx3HXToTKG
Kanye West,VULTURES 1,STARS,spotify:track:6OON4kMjTFqARMFrRbmlwy
Jan Blomqvist,More,More,spotify:track:7CuXB3Dr61IvDFEWfqG3sE
The Kooks,Inside In / Inside Out,Seaside,spotify:track:6ZygaqgtPkiahkiYJhYWhn
U2,Songs Of Innocence,Sleep Like A Baby Tonight,spotify:track:42aRvnJ6SEjHHkceUdDr3w
Alice Glass,Alice Glass,Forgiveness,spotify:track:3WSJdIwhORCuyGNinGfAdm
Rene & Angela,Street Called Desire,Save Your Love (For # 1),spotify:track:2reYrlG0xMQKPMTvDQo8dI
Nivea,Nivea,Don't Mess With My Man (feat. Brian Casey & Brandon Casey),spotify:track:39YovPslPCXbFYhlYjsZ2Y
A Boogie Wit da Hoodie,Hoodie SZN,Demons and Angels (feat. Juice WRLD),spotify:track:3L19besdNQzd342qL78xqm
Lana Del Rey,Honeymoon,Music To Watch Boys To,spotify:track:34rRFl0bz9PocxWuO2ca5J
