Playlist Name,Track Name,Artist Name,Album Name,Track URI,Added Date
1123,CANDY,ROSALÍA,MOTOMAMI,spotify:track:70AYiGbc4mWZGEqiipBBDb,2023-07-11
1123,Why Why Why Why Why,SAULT,5,spotify:track:4zwq3QUKgMNk0NSLl7fpbP,2023-07-13
1123,Teardrops,NEIL FRANCES,Teardrops,spotify:track:3GdogCZTpPHBODiiEJbqQm,2023-07-20
1123,Lauren,Men I Trust,Lauren,spotify:track:7vptmeNwSEVkcwDdqk7UQO,2023-07-20
1123,Sea Gets Hotter,Durand Jones & The Indications,American Love Call,spotify:track:5ZK62nSchTamBy8F6HIZov,2023-07-20
1123,Let U Go,lucidbeatz,Let U Go,spotify:track:40TZnaw4eDPChJNHw2Swf3,2023-08-09
1123,Is It a Crime,Sade,The Best of Sade,spotify:track:1SvET7grrtsHT0CkyJjJcZ,2023-11-09
1123,tears in the club (feat. the weeknd),FKA twigs,CAPRISONGS,spotify:track:1GsSM1Fju5J1Fsu51jEsTg,2023-08-16
1123,Next to Normal,Lucius,Second Nature,spotify:track:7EzPpIPQLbHxMMYe8XUOMR,2023-08-17
1123,sex money feelings die,Lykke Li,so sad so sexy,spotify:track:0g4fzRkbLeCDUCoe5iUOcf,2023-08-17
1123,Space Song,Beach House,Depression Cherry,spotify:track:7H0ya83CMmgFcOhw0UB6ow,2023-08-17
1123,Don’t Break My Heart,The Weeknd,Dawn FM,spotify:track:6a4GH1gljLL7VvmO9u5O92,2023-08-21
1123,Is There Someone Else?,The Weeknd,Dawn FM,spotify:track:0mL82sxCRjrs3br407IdJh,2023-11-14
1123,Nothing Compares - Bonus Track,The Weeknd,After Hours,spotify:track:6utQlfLooYsUkq5xUg3vxt,2024-01-03
1123,Moth To A Flame (with The Weeknd),Swedish House Mafia,Paradise Again,spotify:track:0VO8gYVDSwM1Qdd2GsMoYK,2023-08-21
1123,See You Again (feat. Kali Uchis),"Tyler, The Creator",Flower Boy,spotify:track:7KA4W4McWYRpgf0fWsJZWB,2023-09-05
1123,Give Me Time,Zeina,Give Me Time,spotify:track:2Dc1QaoJm4RXo4QZXKGIK6,2023-09-08
1123,Till Dawn (Here Comes The Sun),The Weeknd,Trilogy,spotify:track:6Rqe6ghJ6t9SlQ2pRrt5tI,2023-09-10
1123,Lady Of Namek,Tory Lanez,Lady Of Namek,spotify:track:6btIpLff2jE56h2N40smAj,2023-11-09
1123,Stargirl Interlude,The Weeknd,Starboy,spotify:track:4EDijkJdHBZZ0GwJ12iTAj,2023-11-12
1123,So Into You,Tamia,Tamia,spotify:track:3c6afiysmB7OnxQzzSqRfD,2023-11-16
1123,The Bitter End,Placebo,Sleeping With Ghosts,spotify:track:3WBPiogtVDBSXK7uOpxJ6m,2023-11-18
1123,Escapism.,RAYE,Escapism. / The Thrill Is Gone.,spotify:track:5Z2MiIZ5I3jJvvmeWMLbOQ,2023-11-27
1123,All I Wanted,Paramore,Brand New Eyes,spotify:track:4BbXg5wQqVNPbVEGpjsVnv,2023-12-01
1123,True Love,Kanye West,True Love,spotify:track:06JvOZ39sK8D8SqiqfaxDU,2023-12-01
1123,Lady Of Namek,Tory Lanez,Alone At Prom,spotify:track:6ieWL5CLN9WdC875guWtMe,2023-12-04
1123,After Hours,The Weeknd,After Hours,spotify:track:2p8IUWQDrpjuFltbdgLOag,2023-12-04
1123,Alone Again,The Weeknd,After Hours,spotify:track:6b5P51m8xx2XA6U7sdNZ5E,2023-12-04
1123,Too Late,The Weeknd,After Hours,spotify:track:2K9Ovn1o2bTGqbsABGC6m3,2023-12-04
1123,Out of Time,The Weeknd,Dawn FM,spotify:track:25C86uEjQ0fjj3bvsxIusO,2023-12-04
1123,True Colors,The Weeknd,Starboy,spotify:track:2QRvliBEcGIEgTrjVfxmXo,2023-12-04
1123,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,The Idol Episode 4,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,2023-12-04
1123,Do I Wanna Know?,Arctic Monkeys,AM,spotify:track:5FVd6KXrgO9B3JPmC8OPst,2023-12-07
1123,Starry Eyes,The Weeknd,Dawn FM,spotify:track:6zzdyvVWjGrQBraSvuqJPY,2023-12-07
1123,Moon,Kanye West,Donda,spotify:track:7CC6UbCs4iGsePSzFxYxNn,2023-12-08
1123,What You Need,KAYTRANADA,BUBBA,spotify:track:4O9t8Qq941SAzdGlex4noA,2023-12-19
1123,I THINK,"Tyler, The Creator",IGOR,spotify:track:4f8Mh5wuWHOsfXtzjrJB3t,2023-12-19
1123,Lithium,Labyrinth Ear,Oak,spotify:track:3ofiQMPt5OZZTzzsCewZBU,2023-12-19
1123,Love's a Stranger,Warhaus,Warhaus,spotify:track:279LczresTWVkCsdLwgJSZ,2023-12-25
1123,Midnight City,M83,"Hurry up, We're Dreaming",spotify:track:6GyFP1nfCDB8lbD2bG0Hq9,2024-01-03
1123,My Love,Jethro Heston,My Love,spotify:track:5Vi0u7cGTcPrXk6ZOoppnp,2024-01-03
1123,Iris,Pastel Ghost,Ethereality,spotify:track:7h7DK2ZHIe4w0id8qkNqla,2024-01-03
1123,You & Me,Disclosure,You & Me,spotify:track:4zsmbCgzPCS93IWeZlnBSZ,2024-01-03
1123,moment,Vierre Cloud,moment,spotify:track:5K9tfeoiztw94dyWzF39jq,2024-01-03
1123,low down,venbee,low down,spotify:track:5hwQBJojbljFjxg7t49r03,2024-01-03
1123,Crushcrushcrush,Coco & Clair Clair,Crushcrushcrush,spotify:track:6ZCGKyXcGbYc6tdP6unPVY,2024-01-03
1123,ecstacy,SUICIDAL-IDOL,ecstacy,spotify:track:2CIlKt4lRwAAUx5fYgCBxN,2024-01-03
1123,Wana,nour,Wana,spotify:track:6ygaR0OCPjB2YdBbbNKvss,2024-01-03
1123,Mariners Apartment Complex,Lana Del Rey,Norman Fucking Rockwell!,spotify:track:6OG05bPAwUuV3OMvy2Vy1P,2024-01-03
1123,505,Arctic Monkeys,Favourite Worst Nightmare,spotify:track:0BxE4FqsDD1Ot4YuBXwAPp,2024-01-03
1123,Next Year,Two Door Cinema Club,Beacon,spotify:track:6XbdoIcR6CrJD5iy20FA3n,2024-01-03
1123,Less Than Zero,The Weeknd,Dawn FM,spotify:track:02w1rM6spvEcbFxd63xCl2,2024-01-03
1123,Lost in the Fire,Gesaffelstein,Lost in the Fire,spotify:track:7wFybC8jBH3zE139OpCtpG,2024-01-03
1123,Babydoll,Dominic Fike,"Don't Forget About Me, Demos",spotify:track:7yNf9YjeO5JXUE3JEBgnYc,2024-01-03
1123,Agora Hills,Doja Cat,Scarlet,spotify:track:7dJYggqjKo71KI9sLzqCs8,2024-01-03
1123,Strangers,Kenya Grace,Strangers,spotify:track:5mjYQaktjmjcMKcUIcqz4s,2024-01-03
1123,Messages from the Stars,The Rah Band,Going Up,spotify:track:6lYY2HktYKpV1pUamfRlU1,2024-01-03
1123,Anthonio - Berlin Breakdown Instrumental,Annie,Anthonio,spotify:track:1qLN0tB9SnxyiyqMwsmQud,2024-01-03
1123,Navy Light,Labyrinth Ear,Oak,spotify:track:6o43Gi1cX7Nyi6koSkwIBc,2024-01-03
1123,help_urself,Ezekiel,help_urself,spotify:track:1lethytswFEKkvfNIjdCC1,2024-01-03
1123,Shake,Bombers,Bombers 2,spotify:track:04s2hdSs2wznxz2HF9oLwH,2024-01-03
1123,Lara (feat. Clairo),Sassy 009,Lara (feat. Clairo),spotify:track:4hOIaf53AbFr6BwcaT12S1,2024-01-03
1123,Char,Crystal Castles,Amnesty (I),spotify:track:2mHngbc9wHeVuJr59VCV2h,2024-01-03
1123,Bloom For Me,Pearly Drops,Call For Help,spotify:track:5C25UbDGoB9pgvqFlGfS9A,2024-01-03
1123,Attention,Doja Cat,Attention,spotify:track:11xC6P3iKYpFThT6Ce1KdG,2024-01-03
1123,Flashing Lights,Subjoi,Flashing Lights,spotify:track:7z2f6sDfPMbf0FpKAfzha8,2024-01-03
1123,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,HEROES & VILLAINS,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,2024-01-03
1123,Washing Machine Heart,Mitski,Be the Cowboy,spotify:track:3jjsRKEsF42ccXf8kWR3nu,2024-01-03
1123,Sky Might Fall,Kid Cudi,Man On The Moon: The End Of Day,spotify:track:4bBEPE5GmdBIFusBEPlRpQ,2024-01-03
1123,I Must Apologise,PinkPantheress,I must apologise,spotify:track:08g7wxW8iELmpxO0ppcwnI,2024-01-03
1123,Heartbroken,T2,Heartbroken,spotify:track:1Y1lfD897czmPqULtHS7E7,2024-01-03
1123,Flawless,The Neighbourhood,I Love You.,spotify:track:2Kt1XplPBQBsDKQDa6TssB,2024-01-03
1123,The Lost Soul Down - Slowed & Reverb,NBSPLV,The Lost Soul Down,spotify:track:5XtsfMFmpM401S6dbVaOQw,2024-01-03
1123,I Know What You Want (feat. Flipmode Squad),Busta Rhymes,It Ain't Safe No More. . .,spotify:track:0YImOCkIJ2PWhCXaURCZnY,2024-01-03
1123,YKWIM?,Yot Club,Bipolar,spotify:track:2vWBUC9djv6BtiGlmKiQaH,2024-01-03
1123,Shut up My Moms Calling,Hotel Ugly,Shut up My Moms Calling,spotify:track:3hxIUxnT27p5WcmjGUXNwx,2024-01-03
1123,West Coast,Lana Del Rey,Ultraviolence,spotify:track:5Y6nVaayzitvsD5F7nr3DV,2024-01-03
1123,Lovers Rock,TV Girl,French Exit,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,2024-01-03
1123,You & I,Dabeull,Intimate Fonk,spotify:track:4FKuIlfFCIcvpg7M2HJhwx,2024-01-03
1123,Pretty,Coco & Clair Clair,Pretty,spotify:track:2sCUDVNDIlZPDk8YUnvRHe,2024-01-03
1123,Suffocation,Crystal Castles,Crystal Castles (II),spotify:track:12oxsGACfwMozi4nK9noGQ,2024-01-03
1123,Make Me,Borai & Denham Audio,Make Me,spotify:track:6RaaQvkGUe8Je8yAkdwQNm,2024-01-04
1123,Temptation (feat. Poppy Baskcomb),Jess Bays,Temptation (feat. Poppy Baskcomb),spotify:track:3fvsxmytTns1ApIWBqfANZ,2024-01-04
1123,next to you,Øneheart,next to you,spotify:track:70tmdhbUPcVxIxCIpChscl,2024-01-06
1123,Never Lose Me,Flo Milli,Never Lose Me,spotify:track:6uTPdRrEDeH8Fyg5L5qmeU,2024-01-07
1123,2000,vowl.,2000,spotify:track:7GFxCDuquGXbNdpMsbGtW2,2024-01-07
1123,Dark Beach,Pastel Ghost,Abyss,spotify:track:5QmdK8QFbY8TLVKPuJzexD,2024-01-11
1123,Fantasy (feat. Don Toliver),Kali Uchis,Red Moon In Venus,spotify:track:1dvqHhLNccePPBHq11TW7v,2024-01-16
1123,It's A Vibe,2 Chainz,Pretty Girls Like Trap Music,spotify:track:6H0AwSQ20mo62jGlPGB8S6,2024-01-20
1123,FUK SUMN,Kanye West,VULTURES 1,spotify:track:5rlXuCLnMdfo85079qXHoz,2024-02-13
1123,No Wind Resistance!,Kinneret,DMZ,spotify:track:5zgkOLH6HfY5w8thZoS2jP,2024-02-21
1123,Embrace,Pastel Ghost,Abyss,spotify:track:1PZeAjfBkRX2J7bN5o1KQ1,2024-02-21
1123,FACE,BROCKHAMPTON,SATURATION,spotify:track:5bknBRjKJZ643DAN2w8Yoy,2024-02-21
1123,4EVER,Clairo,4EVER,spotify:track:5mIOsPuQdXchVY0jB5NO9Q,2024-02-22
1123,Girl (feat. KAYTRANADA),The Internet,Ego Death,spotify:track:3PFaFVWq5wucLu6s4baj9D,2024-02-22
1123,Hold On,The Internet,Hive Mind,spotify:track:5tqZJUHEuqdN12RZVq2l9p,2024-02-22
1123,We Are Not Alone,GHEIST,Zukunft,spotify:track:3HJfboybh7xnKrm1jnVJ0g,2024-02-29
working on my fitness🥵🍑,"P.U.S.S.Y. (Powerful, Utopia, Supreme, Sacred, Yummy)",Saweetie,THE SINGLE LIFE,spotify:track:5gG8sYCZ22yJI8jBt0623H,2023-04-03
working on my fitness🥵🍑,MotorSport,Migos,Culture II,spotify:track:4wFjTWCunQFKtukqrNijEt,2023-04-04
working on my fitness🥵🍑,Good Form (feat. Lil Wayne) - Remix,Nicki Minaj,Queen,spotify:track:6supMAknraGpJrN5qqYfV8,2023-04-11
working on my fitness🥵🍑,Long Way 2 Go,Cassie,Cassie,spotify:track:4v5kAh2wWyCSuKuhMJK8u6,2023-04-17
working on my fitness🥵🍑,I'M THAT GIRL,Beyoncé,RENAISSANCE,spotify:track:1MpCaOeUWhox2Fgigbe1cL,2023-04-17
working on my fitness🥵🍑,pushin P (feat. Young Thug),Gunna,DS4EVER,spotify:track:3XOalgusokruzA5ZBA2Qcb,2023-05-01
working on my fitness🥵🍑,Like a Boy,Ciara,The Evolution,spotify:track:358bOvBiZCS9fRzNYosw6c,2023-05-01
working on my fitness🥵🍑,Work Out,J. Cole,Cole World: The Sideline Story,spotify:track:2wAJTrFhCnQyNSD3oUgTZO,2023-05-05
working on my fitness🥵🍑,Trance (with Travis Scott & Young Thug),Metro Boomin,HEROES & VILLAINS,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,2023-05-09
working on my fitness🥵🍑,P power (feat. Drake),Gunna,DS4EVER,spotify:track:0lEjxUUlKqjqXrVlIHFduD,2023-05-13
working on my fitness🥵🍑,Around Me (feat. Don Toliver),Metro Boomin,HEROES & VILLAINS,spotify:track:221qmpQeBNV87sUjQeUTVH,2023-05-13
working on my fitness🥵🍑,Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,HEROES & VILLAINS,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,2023-05-13
working on my fitness🥵🍑,Gangsta Boo (with Lil Tjay),Ice Spice,Like..?,spotify:track:2g5q0UpOOFMNOcHGaMG4b0,2023-05-14
working on my fitness🥵🍑,Freakend,Megan Thee Stallion,Something for Thee Hotties,spotify:track:0xuAmZCrXjMooAUmBgUljM,2023-05-14
working on my fitness🥵🍑,Anxiety,Megan Thee Stallion,Traumazine,spotify:track:6Ve9MNsl8OFg6rHd227bYh,2023-05-14
working on my fitness🥵🍑,Clout (feat. Cardi B),Offset,FATHER OF 4,spotify:track:59ywHNwwchG4nZJMLyxSzd,2023-05-21
working on my fitness🥵🍑,Mile High (feat. Travis Scott & Metro Boomin),James Blake,Assume Form,spotify:track:4cQrSREMqBSvJ8ZzBZjVb8,2023-05-26
working on my fitness🥵🍑,All Dat (with Megan Thee Stallion),Moneybagg Yo,Time Served,spotify:track:2eukAOMjUM4pxnOdIsUia9,2023-06-04
working on my fitness🥵🍑,Solo,Future,HNDRXX,spotify:track:4lH6nENd1y81jp7Yt9lTBX,2023-06-11
working on my fitness🥵🍑,Stir Fry,Migos,Culture II,spotify:track:2UVbBKQOdFAekPTRsnkzcf,2023-06-15
working on my fitness🥵🍑,Greatness,Quavo,Greatness,spotify:track:2eN0rxTtgxKkmVCNgizayr,2023-06-15
working on my fitness🥵🍑,GANG GANG,JACKBOYS,JACKBOYS,spotify:track:6uJONCdr2rC65BNmCnTBWK,2023-06-15
working on my fitness🥵🍑,WHAT TO DO? (feat. Don Toliver),JACKBOYS,JACKBOYS,spotify:track:4AO1XhrgJczQ9bNVxdfKQe,2023-06-15
working on my fitness🥵🍑,STOP TRYING TO BE GOD,Travis Scott,ASTROWORLD,spotify:track:1xYpVRspgaLxdJLOTQkTjg,2023-06-15
working on my fitness🥵🍑,Yikes,Nicki Minaj,Yikes,spotify:track:75dLEqanQTupF3dtP9exT5,2023-07-21
working on my fitness🥵🍑,Don’t Stop (feat. Young Thug),Megan Thee Stallion,Don’t Stop (feat. Young Thug),spotify:track:3yv7994DWTEk3ihwy75YBQ,2023-09-12
working on my fitness🥵🍑,Savage Mode,21 Savage,Savage Mode,spotify:track:52hRcWmjRNFuVJv3Qi7EeF,2023-09-12
The Belle Époque,Chamber Of Reflection,Mac DeMarco,Salad Days,spotify:track:7H7NyZ3G075GqPx2evsfeb,2023-01-12
The Belle Époque,Cigarettes out the Window,TV Girl,Who Really Cares,spotify:track:6QeYSvYqYUsfBzsApbjDHO,2023-01-12
The Belle Époque,Money Power Glory,Lana Del Rey,Ultraviolence,spotify:track:7Ms58r8G6Y0r1XLtpwoGxN,2023-01-12
The Belle Époque,Passion,PinkPantheress,to hell with it,spotify:track:0QezBrYzFFT0f68zK6EvZI,2023-01-12
The Belle Époque,Are You Lonesome Tonight?,Elvis Presley,Platinum - A Life In Music,spotify:track:4xUqqie4bBKufHtlMuZS3k,2023-01-12
The Belle Époque,Love Is A Battlefield,Pat Benatar,The Collection,spotify:track:4wYqPn3Kg3vZrkVgW2oqAG,2023-01-12
The Belle Époque,Keep Moving,Jungle,Loving In Stereo,spotify:track:4rf0IVQDFjr27T4sgah5Pf,2023-01-12
The Belle Époque,I Love to Move In Here,Moby,Last Night,spotify:track:4sT1X0ckWMDQJEAQ47Dsq0,2023-04-04
The Belle Époque,BESO,ROSALÍA,RR,spotify:track:609E1JCInJncactoMmkDon,2023-04-04
The Belle Époque,Louise,TV Girl,French Exit,spotify:track:0jRDNrCKo3vEKyiuQfSVLW,2023-04-04
The Belle Époque,Lovers Rock,TV Girl,French Exit,spotify:track:1H7zdcRD0gLGQY0w5ejGgX,2023-04-04
The Belle Époque,Hustler's Ambition,50 Cent,Best Of 50 Cent,spotify:track:0dZlON0G0od05O549PikZU,2023-04-06
she rocks ur world👩🏼‍🎤,Have You Ever Seen the Rain?,Joan Jett & the Blackhearts,The Hit List,spotify:track:5MHAPsmn3q5VMhVJLzuHz1,2022-09-26
candy’s birthday,Flashdance...What a Feeling - Radio Edit,Irene Cara,What a Feelin',spotify:track:3cbV252akVZInSvJk7jAYX,2021-05-18
candy’s birthday,Electric Love,BØRNS,Dopamine,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,2021-05-18
candy’s birthday,Dancing Queen,ABBA,Arrival,spotify:track:0GjEhVFGZW8afUYGChu3Rr,2021-05-18
candy’s birthday,You're The One That I Want - From “Grease”,John Travolta,Grease,spotify:track:0B9x2BRHqj3Qer7biM3pU3,2021-08-16
excite me (she got sex appeal),Can't Leave 'Em Alone (feat. 50 Cent),Ciara,The Evolution,spotify:track:78CTv7ypHvXQlEjXYst2n9,2021-04-04
excite me (she got sex appeal),Make It Hot (feat. Missy Elliott & Mocha),Nicole,Make It Hot,spotify:track:74nsOZqzZzyvFVvBy12I7Y,2021-04-04
excite me (she got sex appeal),Mesmerize,Ja Rule,The Last Temptation,spotify:track:2iclfHORMqpR3TxuhwVRhD,2021-04-04
excite me (she got sex appeal),CHANCES,KAYTRANADA,NOTHIN LIKE U / CHANCES,spotify:track:439X8jGytErRiPnaoUJHju,2021-04-04
excite me (she got sex appeal),"Bills, Bills, Bills",Destiny's Child,The Writing's On The Wall,spotify:track:66MZOjOTOoc74kJ5JEAUq6,2021-04-05
excite me (she got sex appeal),Emotions,Mariah Carey,Emotions,spotify:track:0cELvuwJW1acISUHYB6suj,2021-04-05
excite me (she got sex appeal),Love Don't Cost a Thing,Jennifer Lopez,J.Lo,spotify:track:1fgvJXlcZ7uIddMpqsqw0L,2021-05-18
excite me (she got sex appeal),Can't Hold Us Down (feat. Lil' Kim),Christina Aguilera,Stripped,spotify:track:0cv1Mnb47oMvjVKMc2cyZw,2021-05-18
excite me (she got sex appeal),Can't Get You out of My Head,Kylie Minogue,Fever,spotify:track:7MoKXLQeI0Bh2QodCjDO4K,2021-05-18
excite me (she got sex appeal),Let It Go - Radio Edit,Keyshia Cole,Serena Williams' Spontaneous Speed,spotify:track:4ba62VnMwW4Iy6aF9ps7JD,2021-05-18
excite me (she got sex appeal),The Boy Is Mine,Brandy,Never Say Never,spotify:track:6sHsXIJoEN5JpdkGMQDJxt,2021-05-18
excite me (she got sex appeal),He Wasn't Man Enough,Toni Braxton,The Heat,spotify:track:7f1Dmr246cJ9uQYdbplTbh,2021-05-18
excite me (she got sex appeal),Me & U,Cassie,Cassie,spotify:track:7k6IzwMGpxnRghE7YosnXT,2021-05-18
excite me (she got sex appeal),Touch My Body,Mariah Carey,E=MC2,spotify:track:2aEuXA1KswHlCGPOuPmCOW,2022-09-29
excite me (she got sex appeal),Candy,Foxy Brown,Broken Silence,spotify:track:77jEqaW8UgLiiBNEhjtAFW,2023-09-08
excite me (she got sex appeal),Freakum Dress,Beyoncé,B'Day,spotify:track:3IAyQMTYOsspp9p1htFSak,2023-09-08
wave of optimism,Keep Moving,Jungle,Keep Moving,spotify:track:6a88fc0zSrVWGPdoj445nJ,2021-04-04
❤️‍🩹,Almost Blue,Chet Baker,Chet Baker In Tokyo (The Complete Concert),spotify:track:2Mb0UmjVuMQ1Pgcyko9dW3,2023-02-09
❤️‍🩹,I Wish you Roses,Kali Uchis,I Wish you Roses,spotify:track:6BQrmjAgPfPTwILoFEK3Hd,2023-02-09
❤️‍🩹,REALiTi - Demo,Grimes,REALiTi,spotify:track:7sjPUfMPloQa1nyvjaQZun,2023-03-08
❤️‍🩹,Hurt,Christina Aguilera,Back To Basics,spotify:track:6gDXbcILAyBa2skSdbUYq7,2023-09-01
❤️‍🩹,Too Little Too Late,JoJo,The High Road,spotify:track:4T4NLIMypdmyUwK54jECk4,2023-09-01
❤️‍🩹,Nobody,Mitski,Be the Cowboy,spotify:track:2P5yIMu2DNeMXTyOANKS6k,2024-01-24
❤️‍🩹,Only You,Theophilus London,Only You,spotify:track:5gpQYo201C6i9mh8MzlddJ,2024-01-24
❤️‍🩹,When Sunny Gets Blue - Remastered,Nancy Wilson,Guess Who I Saw Today: Nancy Wilson Sings Of Lost Love,spotify:track:3T4bj6wgXWe5K6vKp3JbLl,2024-01-24
Like a lot but need to organize,Black Milk - Remastered 2019,Massive Attack,Mezzanine,spotify:track:6tkdGtUBTqmcmJCuF3Va3z,2023-04-21
Like a lot but need to organize,Send Me An Angel,Scorpions,Crazy World,spotify:track:1bKQ48M9onID2kbSpRy8kK,2023-04-21
Like a lot but need to organize,Ode To The Mets,The Strokes,The New Abnormal,spotify:track:1BLOVHYYlH4JUHQGcpt75R,2023-04-21
Like a lot but need to organize,Selfless,The Strokes,The New Abnormal,spotify:track:2t0wwvR15fc3K1ey8OiOaN,2023-04-24
Like a lot but need to organize,Right Down the Line,Gerry Rafferty,City to City,spotify:track:2Xb6wJYGi0QXwURw5WWvI5,2023-04-24
Like a lot but need to organize,All Mirrors,Angel Olsen,All Mirrors,spotify:track:5Zcry3zaBmgJrtQ78XEJQf,2023-06-20
Like a lot but need to organize,Cosmic Trip,Air,Le voyage dans la lune,spotify:track:502ISySpPVTKQFrqf8JLiM,2023-06-20
Like a lot but need to organize,Happy Together,The Turtles,Happy Together,spotify:track:1JO1xLtVc8mWhIoE3YaCL0,2023-06-20
Like a lot but need to organize,Pinky's Dream - Trentemøller Remix,David Lynch,Pinky's Dream feat. Karen O - Single (The Remixes),spotify:track:4HYogFxF2wu5YBmcniTFEb,2023-06-20
Like a lot but need to organize,Mad About You,Hooverphonic,The Magnificent Tree,spotify:track:5drK2kTE2mrUdV33iHWyrx,2023-06-20
Like a lot but need to organize,Toes,Glass Animals,ZABA,spotify:track:4RzCqhwxXuv6FstIHDPLDU,2023-06-20
Like a lot but need to organize,The Whispering Wind,Moby,Play - The B Sides,spotify:track:1zGokp7FQsXP5rQIM9wp6D,2023-07-31
Like a lot but need to organize,Give In to Me,Michael Jackson,Dangerous,spotify:track:1euDTbMNRPNfKd8zZz4zTT,2023-09-11
Like a lot but need to organize,In My Feelings,Lana Del Rey,Lust For Life,spotify:track:269xqcgGTN9PlivhUkOLhX,2024-01-03
ruthless & raging ,You Keep Me Hangin On,Kim Wilde,Another Step,spotify:track:1wEeNtO7z41aUqC80shxqK,2023-01-27
ruthless & raging ,Love Is A Battlefield,Pat Benatar,The Collection,spotify:track:4wYqPn3Kg3vZrkVgW2oqAG,2023-02-09
TV Girl,Not Allowed,TV Girl,Who Really Cares,spotify:track:3IznIgmXtrUaoPWpQTy5jB,2022-11-21
TV Girl,The Blonde,TV Girl,French Exit,spotify:track:1vH21RIYG3nUJn5BgbZRFZ,2022-11-21
TV Girl,7 Days Til Sunday,TV Girl,Death of a Party Girl,spotify:track:1BDeoGW3PQxdrAfSgwmT4H,2022-11-21
TV Girl,Louise,TV Girl,French Exit,spotify:track:0jRDNrCKo3vEKyiuQfSVLW,2022-11-21
TV Girl,Pantyhose,TV Girl,French Exit,spotify:track:7m6xr2HY0BYmBDTh2UIx02,2022-11-21
TV Girl,Summer's Over,Jordana,Summer's Over,spotify:track:20pi3c6HXmaEeElCswISpD,2022-11-21
TV Girl,Cigarettes out the Window,TV Girl,Who Really Cares,spotify:track:5GKekzF1YcR2DQd9c3DI8y,2022-11-21
TV Girl,Every Stupid Actress,TV Girl,Death of a Party Girl,spotify:track:74GZDCLKjogyL1WTgBl29A,2022-11-21
TV Girl,For You,TV Girl,Who Really Cares,spotify:track:2lLeAMCRWIVZizi60YPesM,2022-11-21
TV Girl,Legendary Lovers,TV Girl,Death of a Party Girl,spotify:track:7wUzU3kLpMN1Kc3sFhZycn,2022-11-21
TV Girl,Loving Machine,TV Girl,Who Really Cares,spotify:track:6QPzHlgKn3lyfaGNRjOQzx,2022-11-21
TV Girl,Song About Me,TV Girl,Who Really Cares,spotify:track:2syc67OTy3m8AAhKfBpxqH,2022-11-21
TV Girl,Birds Dont Sing,TV Girl,French Exit,spotify:track:0V34LU5aBA3hYgq178hFFY,2022-11-21
TV Girl,The Night in Question,TV Girl,The Night in Question: French Exit Outtakes,spotify:track:2UXhV8EMkfNX1MZfBKPjNI,2022-11-21
TV Girl,King of Echo Park,TV Girl,Death of a Party Girl,spotify:track:4td9IcV3annwfaspiS5aXG,2022-11-21
TV Girl,Heaven Is a Bedroom,TV Girl,Who Really Cares,spotify:track:0PT5zoUGjLGGo0QORsntts,2022-11-21
TV Girl,Hate Yourself,TV Girl,French Exit,spotify:track:6gleu3mq7BM5hcpB1gPcge,2022-11-21
TV Girl,Daughter of a Cop,TV Girl,French Exit,spotify:track:62WGawqtgtznIhLypZVlrK,2022-11-21
TV Girl,The Getaway,TV Girl,French Exit,spotify:track:5trzBtLlKIYZSmkbtkNmXb,2022-11-21
TV Girl,Natalie Wood,TV Girl,Natalie Wood,spotify:track:5U0OjzvvV7iGXvKStG41iH,2022-11-21
TV Girl,Her and Her Friend,TV Girl,French Exit,spotify:track:4YhMaKfdp5MgcECm2YC7ve,2022-11-21
TV Girl,Taking What's Not Yours,TV Girl,Who Really Cares,spotify:track:53mChDyESfwn9Dz8poHRf6,2022-11-21
TV Girl,(Do The) Act Like You Never Met Me,TV Girl,Who Really Cares,spotify:track:0N2Nx2lwHuqA203ZXoTwQL,2022-11-21
TV Girl,Safeword,TV Girl,Who Really Cares,spotify:track:2c4Est3dxGfn834VReid5d,2022-11-21
TV Girl,This Head I Hold,Electric Guest,Mondo,spotify:track:0LVaveDmmoMEKhBGhVhfoI,2022-11-21
TV Girl,Alone in This World,Faith Evans,Faithfully,spotify:track:7kizQrFKgwqdXLl7eYsAtg,2022-11-21
TV Girl,Go - Anfisa Letyago Remix,Moby,Go,spotify:track:6UFcxC1P9Dr5q9vYjGT5A7,2022-11-21
TV Girl,She's My Collar (feat. Kali Uchis),Gorillaz,Humanz,spotify:track:3lIxtCaROdRDuTnNBDm3n2,2022-11-21
TV Girl,Puddles,Daniela Andrade,Puddles,spotify:track:1HIkv4ULSAxJZPt2PYdYoV,2022-11-21
TV Girl,CANDY,ROSALÍA,MOTOMAMI,spotify:track:70AYiGbc4mWZGEqiipBBDb,2022-11-21
TV Girl,moment,Vierre Cloud,moment,spotify:track:5K9tfeoiztw94dyWzF39jq,2022-11-21
